property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km
house,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,67,3,4,0,2,7.4,342.17,37,17.98
house,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,274,4,4,0,1,5.8,763.24,5,25.12
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,128,3,4,8,1,8.9,1496.11,40,5.27
apartment,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,82,3,4,4,0,8.6,686.67,39,3.54
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,195,3,2,4,1,6.9,1646.06,37,25.87
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,123,3,2,29,1,6.1,751.68,12,22.23
apartment,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,108,3,3,9,0,7.3,1456.71,22,6.08
apartment,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,125,2,3,4,1,6.5,1279.14,11,20.76
house,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,304,3,3,0,1,7.1,965.44,17,4.19
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,156,4,4,13,0,7.5,1360.76,31,2.07
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,108,2,3,20,2,4.2,980.03,0,24.39
house,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,228,4,3,0,1,7.5,919.99,29,12.11
house,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,292,4,4,0,1,6.6,794.19,3,23.38
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,109,2,1,10,0,7.5,627.84,38,4.85
house,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,188,4,5,0,2,6.1,876.52,36,8.25
house,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,292,5,4,0,1,7.2,1251.45,11,8.05
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,66,2,1,4,2,6.9,912.45,20,19.61
apartment,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,49,2,2,18,0,5.1,375.18,4,27.35
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,215,4,3,11,1,9.1,1468.74,20,0.7
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,175,4,3,6,2,9.8,1628.44,5,1.16
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,132,2,2,31,2,8.7,1451.36,25,10.11
house,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,214,4,3,0,2,9.3,1285.51,36,4.26
house,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,264,4,3,0,1,6.8,604.97,0,10.6
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,130,3,4,20,0,7.5,1494.59,15,11.15
house,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,318,4,3,0,2,7.3,1614.81,20,2.46
apartment,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,34,2,3,25,0,5.9,497.37,22,15.07
house,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,244,5,5,0,2,6.1,874.53,35,25.77
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,213,3,3,3,1,7.9,2889.74,40,7.62
house,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,281,5,5,0,1,8.7,1081.58,19,3.82
house,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,269,4,4,0,1,5.3,935.13,14,27.59
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,183,5,5,0,1,5.7,1621.17,4,9.34
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,85,2,2,29,2,9.1,1046.48,18,6.18
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,184,5,4,34,0,8.5,1908.09,36,5.94
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,64,2,2,20,3,9.1,730.14,17,1.85
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,36,1,1,17,2,9.4,572.39,8,0.87
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,129,3,4,18,1,6.5,1592.88,5,13.19
house,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,160,3,4,0,3,6.4,735.77,1,14.73
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,182,3,3,1,2,7.3,2051.61,30,1.73
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,44,1,2,26,0,8.9,741.12,27,1.42
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,102,3,4,5,1,5.0,555.79,28,12.34
apartment,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,64,2,1,15,0,6.0,955.02,7,15.08
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,63,2,1,18,2,8.6,1025.67,17,1.07
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,41,1,1,2,0,8.6,307.19,6,3.94
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,154,5,4,19,1,8.0,1351.35,19,6.39
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,150,3,2,29,0,7.3,2057.41,3,8.28
house,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,228,4,3,0,3,7.2,779.87,6,11.75
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,121,4,4,20,0,8.7,1729.12,40,1.82
house,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,219,4,5,0,2,8.6,710.15,14,2.49
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,185,3,4,6,0,7.4,1930.41,36,6.87
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,208,4,5,28,1,8.4,1649.33,16,3.77
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,183,3,3,28,2,7.4,2251.71,10,4.68
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,165,3,2,6,2,9.4,1255.29,29,4.65
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,61,3,3,34,1,7.4,638.11,34,4.66
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,77,1,1,21,1,9.3,749.87,19,2.69
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,90,3,2,24,1,8.3,682.37,1,2.84
house,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,188,4,3,0,1,7.9,526.37,2,8.87
house,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,241,3,3,0,3,9.2,1281.91,26,1.34
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,34,1,1,17,1,6.9,407.59,14,5.5
house,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,188,4,3,0,2,7.8,1046.23,10,6.85
apartment,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,175,4,3,33,1,8.0,1496.69,15,19.32
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,136,3,2,24,3,8.8,1826.47,14,6.88
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,147,4,5,0,2,7.0,1876.22,30,4.42
house,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,99,3,3,0,3,7.5,740.95,25,4.3
house,AM,Norte,Manaus,Centro,FipeZAP,7513.0,302,4,3,0,3,7.1,774.11,11,0.51
apartment,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,215,3,2,19,0,6.3,1794.99,31,18.28
house,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,306,4,3,0,1,5.2,1236.94,9,11.22
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,50,2,2,6,2,6.3,774.48,2,15.63
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,118,2,2,16,1,6.3,936.12,5,15.09
house,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,128,3,3,0,1,9.4,581.46,22,2.76
apartment,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,43,1,1,14,1,7.6,644.27,30,7.7
apartment,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,176,5,4,28,1,8.9,2266.73,7,1.24
apartment,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,70,2,3,34,0,8.2,750.78,28,8.86
apartment,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,140,3,2,35,1,7.3,971.82,31,8.51
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,201,5,5,8,2,7.1,1958.03,12,7.95
house,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,280,3,3,0,2,7.6,887.13,23,10.29
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,134,3,3,35,2,9.5,1374.63,39,2.25
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,42,2,3,3,2,8.6,655.18,11,3.16
house,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,315,5,5,0,3,6.2,1273.45,5,11.43
house,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,198,4,5,0,1,5.3,294.15,26,27.58
house,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,219,4,5,0,3,7.9,812.41,32,7.74
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,214,4,4,28,1,6.6,2057.17,1,5.37
house,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,297,4,3,0,3,8.0,1221.76,14,11.65
house,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,101,3,4,0,1,8.2,536.36,8,3.75
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,165,3,2,25,1,6.3,2299.45,15,4.57
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,149,3,2,19,1,9.2,1897.02,6,3.33
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,30,1,1,16,1,4.9,262.82,21,16.88
house,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,311,5,4,0,2,6.7,1064.73,29,3.21
apartment,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,173,4,5,6,1,7.7,1151.34,5,12.49
apartment,MT,Centro-Oeste,Cuiabá,Área Nobre,FipeZAP,6931.0,149,3,4,5,0,9.1,2331.8,35,2.66
house,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,121,3,3,0,0,7.1,378.52,20,1.03
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,178,3,4,23,0,6.1,1882.74,30,17.41
house,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,225,5,4,0,1,6.4,462.13,14,21.59
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,168,4,5,19,0,8.0,1012.32,16,16.96
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,131,2,3,33,1,8.3,1665.25,6,2.52
house,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,293,4,5,0,1,7.2,831.05,35,9.7
house,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,248,4,3,0,2,8.8,1402.05,27,4.99
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,141,3,3,28,1,7.4,1637.83,9,17.31
house,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,95,2,3,0,1,8.7,394.57,11,2.12
apartment,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,100,3,2,9,0,7.2,824.72,20,2.43
apartment,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,139,3,4,23,2,6.7,1939.66,23,4.7
house,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,246,4,3,0,2,8.8,641.16,22,7.78
apartment,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,165,3,2,16,1,7.7,1948.75,15,12.12
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,50,1,1,1,1,7.0,488.74,28,15.82
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,150,4,5,2,1,6.8,1618.91,24,9.68
house,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,231,4,4,0,2,8.7,1051.34,13,4.8
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,132,2,3,3,2,8.8,908.27,8,0.57
apartment,PB,Nordeste,João Pessoa,Zona Sul,FipeZAP,8081.0,128,4,3,16,2,7.8,1759.02,4,5.15
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,44,1,2,15,1,6.8,420.39,40,10.22
apartment,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,148,4,5,25,1,6.6,1334.29,0,12.0
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,191,3,2,35,2,6.4,1896.83,40,18.65
apartment,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,134,3,4,25,1,6.1,1378.02,16,8.38
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,196,5,5,13,2,8.0,2893.88,9,7.12
apartment,AC,Norte,Rio Branco,Centro,estimated_regional_proxy,5200.0,53,3,2,3,0,8.2,670.51,15,2.61
apartment,ES,Sudeste,Vitória,Região Comercial,FipeZAP,14818.0,135,2,2,23,3,7.6,1728.26,35,7.07
house,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,301,4,4,0,2,9.2,1609.0,6,1.41
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,178,5,5,13,0,8.2,1743.04,11,8.18
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,152,4,3,25,1,7.0,1896.81,23,7.74
apartment,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,106,3,3,34,1,5.2,1451.33,31,8.69
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,53,3,4,32,1,6.8,432.79,28,25.61
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,130,3,4,33,1,7.7,1604.96,2,6.48
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,89,3,4,14,0,7.8,1050.58,37,3.72
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,159,3,2,6,2,7.8,1796.24,8,6.3
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,65,3,4,4,1,8.6,459.36,4,9.47
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,87,2,2,6,2,6.3,931.99,9,15.78
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,32,1,2,18,1,7.4,633.99,12,9.09
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,98,3,4,12,2,8.7,1110.55,31,1.19
house,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,111,3,4,0,2,7.1,423.65,17,5.69
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,129,3,4,3,2,8.1,1122.11,0,14.3
house,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,204,5,4,0,2,7.3,663.14,36,16.32
house,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,230,5,5,0,1,7.7,767.84,22,10.3
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,214,4,3,21,3,8.6,3674.54,37,5.58
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,105,2,3,16,2,6.9,1117.96,37,13.61
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,37,1,1,34,1,6.5,439.64,5,9.07
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,106,3,3,30,2,4.0,1216.57,27,17.4
house,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,190,5,5,0,2,5.7,580.0,23,11.2
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,154,4,3,21,1,7.8,1036.25,25,5.17
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,135,3,2,12,1,8.4,1021.08,37,10.22
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,167,4,4,7,0,7.2,1329.61,33,5.89
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,79,2,2,2,3,8.0,718.29,12,1.59
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,127,3,3,34,1,8.5,2349.4,26,5.28
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,203,4,3,16,1,7.8,2740.55,39,12.18
apartment,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,83,3,3,24,1,9.9,1399.24,29,1.95
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,56,2,2,33,1,4.2,745.49,5,27.43
house,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,96,3,3,0,1,9.4,323.64,7,3.38
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,121,2,3,4,2,6.1,1094.27,39,16.99
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,82,2,2,0,1,7.3,389.87,21,2.2
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,132,4,5,25,2,7.6,1331.77,40,3.31
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,54,1,1,33,2,9.5,979.32,9,9.82
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,164,4,4,26,0,7.5,1469.86,13,13.66
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,130,3,2,24,1,8.6,1297.51,11,6.38
apartment,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,180,3,2,18,2,8.2,1157.4,31,3.36
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,48,3,4,16,2,7.7,643.61,32,3.39
house,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,220,4,4,0,3,7.4,829.07,34,3.91
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,169,5,5,9,1,8.8,2246.57,2,9.35
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,152,4,5,28,1,6.8,1185.46,7,7.69
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,118,2,3,32,0,6.3,1179.22,8,4.64
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,68,2,2,3,2,4.0,820.24,21,22.27
house,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,197,4,3,0,1,6.4,611.79,2,10.43
house,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,67,3,2,0,2,9.1,432.44,10,4.89
house,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,204,4,5,0,3,9.1,1011.11,40,5.23
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,112,2,3,12,0,6.9,830.39,30,13.14
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,35,2,1,21,2,8.0,626.53,38,3.76
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,106,2,1,22,2,7.3,1168.17,36,15.23
apartment,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,208,4,4,3,1,4.8,1194.81,13,26.97
apartment,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,174,4,5,35,0,4.9,1770.12,11,17.52
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,110,3,4,19,2,7.3,1352.26,31,1.18
house,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,206,4,3,0,4,9.9,1206.55,11,5.26
apartment,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,166,5,4,5,2,6.0,1734.77,7,24.88
house,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,102,4,3,0,2,6.8,495.39,32,6.98
house,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,132,3,2,0,1,8.3,726.59,10,11.19
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,116,4,5,7,2,8.0,1708.55,24,5.28
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,55,2,2,35,2,6.6,919.59,29,13.12
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,62,1,1,28,1,7.3,532.99,30,6.43
apartment,RJ,Sudeste,Rio de Janeiro,Zona Norte,FipeZAP,10939.0,53,2,1,15,1,5.8,626.83,3,4.12
apartment,AC,Norte,Rio Branco,Centro,estimated_regional_proxy,5200.0,129,3,4,17,0,7.5,1101.74,1,3.98
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,190,4,5,6,2,6.6,2713.74,35,5.81
house,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,124,3,3,0,2,7.1,500.36,26,6.36
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,49,2,1,11,1,5.0,231.23,18,24.36
apartment,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,166,4,5,9,2,8.3,1537.37,30,12.28
apartment,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,139,3,3,20,0,9.6,1970.39,26,4.22
house,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,250,4,4,0,3,7.0,618.56,35,12.29
house,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,108,4,3,0,4,6.8,667.83,17,2.27
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,39,2,2,9,1,7.6,699.68,24,15.36
apartment,AC,Norte,Rio Branco,Zona Sul,estimated_regional_proxy,5200.0,122,2,1,21,1,8.5,1086.15,26,2.62
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,146,4,3,22,1,4.5,953.49,33,12.82
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,121,4,5,3,2,7.7,1262.15,26,7.74
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,175,4,3,13,0,6.2,2119.79,16,19.56
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,300,4,3,0,1,9.6,1150.48,1,1.66
house,GO,Centro-Oeste,Goiânia,Região Periférica,FipeZAP,8226.0,147,4,3,0,4,6.7,604.07,2,17.98
apartment,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,43,1,1,21,1,8.9,689.93,2,9.82
apartment,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,46,2,2,3,1,8.2,373.37,23,5.51
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,188,3,4,28,1,6.7,1417.8,37,7.32
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,48,2,3,29,3,7.1,744.76,4,13.23
apartment,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,210,3,2,22,1,9.1,1742.5,2,6.56
apartment,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,160,4,4,16,3,6.4,1600.77,3,10.75
apartment,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,183,4,4,20,1,6.8,1426.64,0,13.59
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,86,3,4,12,0,7.9,481.91,32,2.33
house,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,91,4,4,0,2,8.7,457.83,6,11.04
apartment,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,36,1,2,1,1,7.8,397.11,25,15.32
house,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,67,3,3,0,2,4.6,380.12,13,11.31
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,118,3,2,0,2,4.2,458.2,8,26.25
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,187,4,3,18,1,7.0,2483.36,36,9.03
apartment,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,60,2,2,14,2,5.3,585.28,15,23.5
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,146,3,2,20,2,8.7,2735.08,26,5.64
house,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,232,4,4,0,1,8.4,759.43,24,15.6
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,76,2,3,13,1,6.0,909.27,20,17.06
apartment,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,191,5,5,5,1,5.3,1032.85,12,23.92
house,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,104,3,2,0,3,4.5,478.9,27,11.02
apartment,PI,Nordeste,Teresina,Zona Leste,FipeZAP,5857.0,107,4,4,18,2,5.6,1187.89,31,9.33
apartment,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,174,3,2,4,0,7.8,1366.94,18,12.77
apartment,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,188,3,2,24,1,4.5,1440.98,11,21.95
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,123,3,2,35,1,8.7,1717.33,26,0.69
apartment,RO,Norte,Porto Velho,Zona Sul,estimated_regional_proxy,5600.0,177,5,4,30,1,9.6,1739.32,18,5.93
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,108,3,4,21,2,9.2,1049.03,31,6.62
apartment,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,212,3,2,19,1,7.8,3037.12,18,7.23
house,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,250,4,4,0,3,8.4,1414.02,23,5.88
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,190,4,5,4,0,8.5,1843.93,14,8.02
apartment,BA,Nordeste,Salvador,Zona Leste,FipeZAP,8385.0,219,3,4,13,2,7.6,2600.19,2,9.59
apartment,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,200,5,4,10,2,8.0,1724.35,39,11.45
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,102,2,3,2,0,9.8,693.35,15,1.45
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,186,4,5,4,2,6.2,2247.8,10,12.81
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,208,4,4,6,0,5.7,1827.48,1,10.81
house,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,172,3,2,0,3,6.2,737.34,4,18.88
