property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
house,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,87,3,3,0,1,8.5,307.33,32,15.58,794968.27
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,47,3,2,0,0,7.6,710.38,12,6.43,766217.19
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,132,3,4,0,0,9.1,648.01,10,2.12,2357579.83
house,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,249,4,4,0,0,5.1,368.42,34,14.8,1760354.9
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,160,5,5,33,1,8.1,1388.76,32,18.79,938036.58
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,212,5,4,8,1,8.1,2982.83,36,2.42,1585052.59
apartment,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,133,3,2,24,2,9.0,2210.34,31,7.5,1478445.23
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,204,4,3,1,2,9.2,3325.11,5,1.44,3160672.11
apartment,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,87,3,4,14,1,6.7,1298.31,25,8.99,764194.35
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,162,3,4,16,2,6.8,1853.3,21,18.16,1531293.05
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,206,4,4,14,1,7.7,1563.7,10,4.24,2415697.69
apartment,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,149,3,4,6,1,7.8,1187.96,6,8.68,1159801.75
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,36,1,2,26,2,5.5,539.09,25,17.31,305811.65
house,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,250,3,4,0,0,7.6,1120.4,11,7.22,1543803.11
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,149,4,5,13,0,5.9,1095.6,32,15.42,985518.4
apartment,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,54,3,2,17,2,6.6,609.09,17,12.55,683648.06
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,213,3,3,32,1,7.7,2231.5,10,10.36,1703135.26
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,138,4,5,24,0,7.0,1429.47,8,14.95,1341748.81
house,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,291,4,3,0,2,8.1,798.25,27,6.99,2636285.63
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,166,4,4,19,2,9.6,2534.77,29,4.33,3515940.5
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,179,3,2,0,0,9.4,2447.85,14,1.82,1587249.54
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,189,4,3,13,1,6.8,1904.38,7,8.3,1196129.03
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,55,1,1,33,1,6.5,703.23,12,3.34,831503.25
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,131,3,2,9,1,5.1,658.86,3,15.92,730445.09
house,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,114,3,4,0,1,5.2,465.21,19,20.15,777352.37
apartment,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,49,2,1,20,2,8.4,633.57,6,7.77,795979.07
house,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,92,2,1,0,3,6.9,662.81,4,5.34,870213.4
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,123,2,3,13,0,9.4,1908.69,13,11.75,1422239.65
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,133,2,2,26,2,7.3,1615.55,3,15.08,1031168.35
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,112,3,3,0,3,7.2,730.1,25,1.14,1292270.04
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,128,3,2,30,1,8.5,973.88,22,3.31,1393179.92
house,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,220,5,5,0,3,5.5,884.69,24,21.62,1865758.71
apartment,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,137,2,3,25,0,8.3,1742.7,12,6.91,980816.44
house,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,92,4,4,0,1,7.2,430.28,1,2.7,1074463.61
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,135,4,3,19,2,8.4,1484.22,38,11.54,862716.86
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,52,2,2,27,1,6.1,697.67,29,12.69,401858.21
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,43,1,1,33,1,6.4,658.65,12,5.99,592659.19
house,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,110,3,3,0,1,7.6,680.2,22,13.67,757345.32
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,153,3,3,29,0,6.6,1749.38,40,14.87,670060.77
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,131,3,2,24,1,8.0,1294.8,24,7.9,960787.13
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,175,4,5,28,0,9.5,2261.48,1,1.08,2207438.25
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,146,3,3,19,1,8.5,1376.69,29,12.97,2069913.18
house,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,285,5,5,0,2,6.3,623.44,30,12.09,2853469.44
house,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,207,4,5,0,3,7.9,1027.82,36,4.54,1786397.39
apartment,ES,Sudeste,Vitória,Centro,FipeZAP,14818.0,139,2,1,34,1,8.8,1515.71,23,3.57,2326576.13
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,173,4,5,23,2,7.9,1979.07,22,15.06,1705098.49
apartment,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,140,3,2,35,1,7.3,971.82,31,8.51,1505456.54
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,125,4,5,5,0,7.6,1873.91,37,9.36,1686111.98
apartment,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,35,2,3,23,1,7.7,348.93,19,6.65,467331.81
apartment,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,105,3,4,18,0,7.9,957.6,28,3.98,879874.99
apartment,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,216,3,4,7,2,6.6,2227.52,31,15.83,2800188.67
apartment,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,44,1,1,0,1,8.3,358.72,25,4.08,336086.64
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,46,2,2,25,1,5.2,356.89,7,26.26,540352.34
house,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,161,3,4,0,4,6.5,717.62,13,18.27,1470473.88
apartment,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,106,3,2,3,0,8.7,1126.5,24,5.28,1334212.98
apartment,PB,Nordeste,João Pessoa,Zona Oeste,FipeZAP,8081.0,149,4,3,33,2,5.9,1063.59,2,18.54,1490217.41
apartment,RS,Sul,Porto Alegre,Região Residencial,FipeZAP,7579.0,214,3,3,30,1,7.6,2709.85,36,15.29,1779559.35
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,62,2,3,0,3,9.5,612.76,39,9.7,825558.12
house,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,107,4,4,0,1,5.5,220.15,19,17.96,807112.12
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,238,4,5,0,1,6.5,1191.32,33,4.37,1888841.94
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,216,3,2,27,0,5.6,1337.07,34,5.86,1527137.11
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,204,4,3,14,0,5.8,1567.35,19,24.86,1290693.25
house,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,226,4,4,0,2,6.5,722.68,3,6.61,2276782.81
house,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,90,3,4,0,1,7.0,484.59,1,10.52,1175565.49
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,207,4,3,0,2,7.3,527.48,10,4.25,1929746.0
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,110,2,2,25,1,9.1,1436.52,8,1.96,1052086.54
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,192,5,5,5,1,9.6,3033.19,33,5.38,1614360.67
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,83,4,3,28,2,7.9,896.18,12,15.64,1198148.22
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,212,4,4,13,1,6.6,2367.24,38,13.23,2070303.17
apartment,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,172,3,3,21,1,8.7,1818.24,24,11.56,1935247.01
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,189,3,3,8,0,7.6,1985.94,33,3.58,1882983.38
house,PR,Sul,Curitiba,Zona Leste,FipeZAP,11694.0,136,4,3,0,3,6.9,802.36,36,10.03,1505528.43
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,129,3,2,34,1,7.4,1076.9,33,2.09,1212941.12
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,138,3,2,25,1,6.9,850.81,21,20.05,894606.88
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,136,2,2,17,0,7.3,1375.61,38,2.2,1425394.24
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,126,4,4,30,0,6.0,993.01,15,14.53,1963841.5
apartment,AP,Norte,Macapá,Centro,estimated_regional_proxy,5400.0,177,3,4,35,0,8.0,1421.49,14,2.74,1220366.99
apartment,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,205,4,3,35,1,7.0,2604.71,14,21.2,1113604.37
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,248,4,4,0,1,4.0,647.97,36,21.39,1828310.18
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,45,2,1,23,2,6.6,713.06,30,7.21,415647.91
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,120,2,3,35,0,6.9,772.77,21,7.4,1558217.13
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,52,2,3,20,1,8.3,704.84,29,4.87,573424.63
house,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,199,4,3,0,1,9.1,1095.53,29,5.51,1964894.17
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,54,1,2,34,1,5.5,763.1,28,11.41,367210.21
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,159,4,3,31,1,5.2,958.71,37,26.42,1544221.67
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,44,1,1,7,1,7.2,384.48,17,16.1,496878.45
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,216,3,2,10,1,7.3,2483.13,6,4.86,1635461.27
apartment,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,195,3,4,14,2,5.3,1398.15,14,19.16,1080346.24
apartment,RN,Nordeste,Natal,Zona Sul,FipeZAP,6334.0,124,2,1,33,1,7.7,1375.23,34,10.07,873204.17
house,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,72,2,2,0,1,6.0,426.64,9,11.42,539884.32
house,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,283,3,4,0,1,6.6,990.16,1,5.6,1939851.1
house,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,283,3,4,0,1,6.5,1233.86,22,5.26,2823364.13
apartment,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,177,3,3,33,1,6.9,1598.1,27,7.1,1765739.09
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,195,4,3,27,1,7.9,2688.71,16,7.03,2741202.17
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,115,3,2,7,1,7.6,975.42,35,3.17,783349.14
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,67,3,2,11,2,7.3,775.86,22,1.45,838915.89
house,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,157,3,3,0,0,6.3,288.09,9,7.85,1240769.8
apartment,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,123,2,1,18,0,5.5,1322.7,37,21.78,637371.87
house,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,115,3,3,0,2,8.3,494.21,26,14.36,764266.49
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,91,3,3,33,2,7.0,1336.35,37,7.76,1258484.73
apartment,GO,Centro-Oeste,Goiânia,Região Periférica,FipeZAP,8226.0,185,4,3,16,1,5.0,1398.93,9,15.23,1390987.02
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,163,3,4,10,1,9.3,2223.51,30,6.08,2176148.79
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,128,2,3,3,2,5.7,969.78,20,8.76,788716.57
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,208,3,4,20,2,6.8,2487.71,33,6.14,2937487.41
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,204,4,4,20,1,8.9,2270.28,32,4.59,2863837.51
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,126,3,2,16,0,8.6,1276.05,0,3.41,1680327.86
apartment,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,151,4,5,16,1,7.9,1630.71,31,7.45,1284384.34
house,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,83,2,3,0,2,8.1,375.15,25,3.92,1040195.81
house,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,120,4,5,0,1,7.5,734.09,29,12.74,975899.11
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,67,2,1,10,0,7.2,475.28,24,9.69,731798.11
apartment,SP,Sudeste,São Paulo,Região Comercial,FipeZAP,12019.0,194,3,2,26,1,6.8,2769.37,3,9.26,2536779.75
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,286,3,3,0,1,5.5,1181.19,2,5.84,2098619.1
house,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,319,4,4,0,1,8.0,1456.02,23,8.11,4194678.83
apartment,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,94,2,1,15,1,8.1,967.52,29,9.42,982420.3
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,82,4,3,24,2,7.7,1150.68,3,14.87,1307686.65
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,182,5,4,35,1,6.7,2061.48,36,5.31,1775695.7
apartment,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,115,3,4,26,0,4.8,810.76,36,13.09,536969.03
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,148,3,2,16,1,8.9,2220.04,4,4.42,1406737.69
house,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,296,4,4,0,1,6.1,673.02,35,19.3,2944251.84
house,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,92,3,2,0,0,9.2,509.31,12,4.34,1068493.38
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,127,3,4,24,1,5.6,1420.02,25,17.21,991950.86
house,PB,Nordeste,João Pessoa,Zona Sul,FipeZAP,8081.0,159,2,3,0,1,9.7,681.67,17,7.16,1630392.58
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,199,3,4,22,2,9.6,3661.65,28,6.24,1766629.83
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,237,4,5,0,0,5.4,777.33,37,23.03,1413406.95
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,96,3,4,21,2,8.0,1065.49,35,9.23,904966.96
apartment,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,172,3,4,23,0,5.6,1470.29,2,12.25,1229697.21
house,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,304,4,4,0,1,8.6,1235.11,21,5.25,3338618.94
house,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,195,5,5,0,3,6.6,727.4,38,7.79,1336843.55
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,36,1,1,30,3,7.2,717.62,39,8.81,297483.32
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,143,4,3,26,1,7.4,1332.94,19,15.63,1307844.9
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,194,4,3,19,1,8.3,2004.93,38,6.47,2168106.88
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,69,3,2,30,1,8.9,902.4,19,5.56,770682.03
house,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,119,2,2,0,1,9.6,634.04,2,9.91,1156894.23
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,74,2,3,32,1,5.9,1042.18,12,14.21,531695.83
house,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,293,5,4,0,2,8.9,669.45,31,12.62,3596810.69
apartment,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,115,2,3,33,1,9.3,1889.21,7,7.66,1232252.65
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,109,3,2,34,1,8.7,1189.68,25,11.22,1006629.35
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,105,2,3,26,3,9.8,1675.89,10,6.8,1703015.46
house,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,230,4,5,0,3,7.1,753.75,11,5.66,1749115.95
house,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,70,2,3,0,3,6.6,614.89,16,11.23,710502.26
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,172,3,3,6,2,9.9,2869.31,16,2.56,2125281.0
house,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,276,4,3,0,3,8.3,1112.99,27,15.05,1689658.47
house,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,78,2,3,0,1,8.8,288.99,7,13.66,846073.66
apartment,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,67,2,2,22,0,8.6,656.08,12,5.48,998768.45
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,179,4,3,30,1,5.1,1729.53,11,17.41,1022744.52
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,209,3,3,13,2,8.1,1823.67,13,4.95,1663511.88
house,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,301,4,3,0,1,9.4,1027.61,26,11.62,3510925.74
house,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,152,4,4,0,2,7.8,859.05,11,2.23,1851093.67
apartment,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,85,3,2,10,2,4.6,565.14,6,20.98,672535.95
house,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,72,2,1,0,3,7.9,319.64,17,8.16,813182.34
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,123,3,3,14,0,8.6,2271.28,9,1.02,2001501.91
house,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,207,5,4,0,3,8.8,639.98,24,7.91,1718505.14
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,278,3,4,0,2,9.2,932.73,24,2.97,2585338.02
apartment,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,98,4,3,3,1,6.5,797.99,29,8.62,807277.79
apartment,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,123,3,2,15,1,6.4,1385.97,35,5.09,949556.28
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,128,3,4,29,0,7.5,1172.21,24,9.62,1794415.95
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,95,3,4,28,2,8.6,1239.09,30,3.85,845511.87
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,131,3,2,30,0,6.4,1424.59,18,25.37,1199084.7
apartment,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,185,4,3,23,1,8.9,2881.9,16,4.89,2767119.82
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,119,3,3,1,1,6.4,928.11,40,16.06,589117.21
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,157,4,5,11,0,8.5,1199.42,29,3.74,1244145.18
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,199,3,3,30,1,6.6,2693.33,3,8.16,2071643.85
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,170,3,2,33,1,6.9,2332.91,0,9.42,2419936.02
apartment,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,218,3,2,17,2,8.7,1868.53,32,4.18,3041029.27
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,134,3,2,33,1,7.9,1548.13,4,6.41,1149112.07
apartment,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,101,3,2,26,2,8.1,933.62,11,6.56,842222.89
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,198,4,3,25,1,8.2,1925.91,24,1.4,1575101.8
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,122,2,3,12,1,6.8,1295.88,20,21.85,1112969.68
house,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,159,3,3,0,4,8.5,884.19,23,10.16,1272356.32
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,42,1,2,35,1,9.3,880.49,18,0.7,745945.78
house,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,114,4,3,0,0,7.6,303.26,16,9.07,1585024.21
house,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,247,5,4,0,2,7.7,701.05,2,13.28,2192094.59
house,SP,Sudeste,São Paulo,Região Comercial,FipeZAP,12019.0,286,4,3,0,1,6.9,1301.37,13,4.38,3674616.83
apartment,AM,Norte,Manaus,Zona Leste,FipeZAP,7513.0,92,2,2,18,1,5.1,1214.09,28,16.77,651373.74
apartment,MT,Centro-Oeste,Cuiabá,Área Nobre,FipeZAP,6931.0,88,4,5,29,1,9.7,1475.95,15,2.95,1179929.63
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,70,1,1,30,0,9.7,1046.38,31,5.61,902529.71
apartment,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,64,2,3,20,0,6.4,596.2,6,17.1,416381.71
apartment,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,81,2,2,21,2,9.5,1323.78,8,11.82,773259.86
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,165,3,3,24,0,7.8,931.22,7,5.67,1528209.93
apartment,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,54,2,2,32,2,8.6,865.1,40,13.99,361777.68
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,150,4,5,2,0,7.9,1184.48,10,3.37,2275756.6
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,288,4,4,0,2,5.8,572.61,20,16.7,2320229.63
apartment,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,33,2,1,14,0,7.5,285.15,22,17.3,311127.78
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,37,1,1,1,2,8.4,447.76,12,5.88,488909.07
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,69,1,1,33,2,7.9,694.83,18,16.1,487293.2
house,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,150,3,4,0,2,7.3,812.34,29,1.42,1027468.25
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,34,2,1,15,0,8.9,561.98,36,9.61,409335.01
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,147,4,5,2,1,8.2,2031.34,15,1.22,1525203.3
apartment,TO,Norte,Palmas,Área Universitária,estimated_regional_proxy,5900.0,122,2,3,14,1,7.9,1366.68,32,12.6,787828.66
apartment,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,192,4,3,1,0,8.0,2300.09,39,13.62,1842848.23
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,104,2,1,17,2,8.5,1618.62,4,9.91,1023051.51
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,209,4,5,15,1,8.3,1549.78,30,3.69,1750632.53
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,137,2,3,24,1,7.0,2309.89,13,1.55,1119201.84
house,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,120,4,5,0,2,6.7,537.81,26,13.44,1193755.51
apartment,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,166,5,4,26,2,7.4,1854.75,7,2.88,1960748.44
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,216,5,5,17,1,7.5,1492.41,33,18.64,1401277.62
house,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,91,3,2,0,0,7.7,418.71,0,18.83,999621.7
house,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,200,3,4,0,1,8.6,986.11,20,11.71,1869092.38
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,211,3,3,9,2,5.7,1944.71,2,6.98,1392257.16
apartment,BA,Nordeste,Salvador,Área Universitária,FipeZAP,8385.0,120,3,2,32,2,7.2,1475.07,23,3.85,1154812.96
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,40,1,2,10,1,7.6,425.42,31,14.01,275090.46
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,73,2,1,26,1,8.3,801.68,15,9.25,611965.98
house,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,83,2,3,0,3,9.9,699.07,40,6.47,742321.39
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,115,3,4,32,3,6.2,1745.48,30,14.85,1708427.92
