property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,206,3,2,28,0,6.7,1111.87,35,24.4,2181542.97
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,78,2,1,4,1,7.6,511.42,23,4.22,546359.76
house,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,85,2,3,0,1,8.6,382.61,40,5.21,1107846.09
apartment,MA,Nordeste,São Luís,Região Residencial,FipeZAP,8627.0,48,1,2,0,2,8.6,524.45,22,9.52,582646.86
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,63,3,2,0,3,7.9,541.64,16,4.57,930922.29
house,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,267,4,3,0,3,8.5,779.18,10,8.8,1880465.05
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,36,2,2,19,1,9.5,549.52,31,3.18,505996.36
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,46,2,2,19,2,8.2,560.22,28,3.69,615167.0
house,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,165,3,2,0,3,9.8,635.71,0,2.94,1813114.83
house,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,173,2,2,0,1,5.0,552.33,1,5.81,1421119.79
house,PI,Nordeste,Teresina,Área Universitária,FipeZAP,5857.0,187,4,3,0,2,8.8,622.11,12,10.72,1351328.08
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,186,3,4,17,1,6.2,2061.85,25,11.15,1118538.28
house,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,97,3,4,0,2,6.2,485.73,4,9.14,761933.33
house,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,278,4,4,0,1,5.5,592.4,15,12.5,2905571.66
house,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,310,4,3,0,1,7.2,1158.48,29,20.0,2500428.73
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,38,1,1,18,1,7.9,458.54,34,9.59,458326.24
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,162,4,5,27,2,6.3,1839.37,10,11.39,1579877.12
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,146,4,3,10,1,8.8,2191.58,23,5.4,1774114.05
apartment,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,116,2,1,12,2,6.9,807.38,38,8.71,772131.08
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,204,4,4,15,1,7.9,2476.11,6,7.59,2664319.49
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,92,3,4,20,2,5.8,681.78,0,13.14,1156201.46
house,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,75,2,1,0,3,4.3,387.6,8,17.88,470775.79
house,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,68,2,1,0,2,8.3,276.02,25,4.8,722316.69
house,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,312,4,3,0,2,9.1,1222.03,32,4.46,5157233.74
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,50,3,3,3,1,8.9,652.65,9,1.53,660077.9
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,184,3,3,18,1,8.5,1156.48,14,2.44,3281963.78
house,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,311,5,4,0,4,7.9,1410.29,39,15.05,2601143.41
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,139,3,4,33,0,8.5,1998.5,33,2.25,1770919.92
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,215,4,4,33,1,8.0,2759.99,26,10.56,2912895.43
house,ES,Sudeste,Vitória,Área Universitária,FipeZAP,14818.0,118,2,1,0,2,8.6,571.98,26,9.54,1670786.53
apartment,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,76,2,3,24,0,9.1,850.87,8,3.7,974217.02
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,169,4,3,29,1,8.0,2124.36,6,1.81,1804298.5
apartment,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,169,4,3,14,0,7.7,1014.42,1,18.95,1825594.5
house,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,238,3,3,0,1,5.7,734.93,2,12.64,1793157.9
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,65,2,1,4,1,8.6,708.64,16,8.16,707723.23
house,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,277,3,3,0,2,8.2,1464.23,28,4.01,1939639.38
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,40,1,1,1,1,8.1,329.01,21,7.79,344389.58
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,209,5,4,20,1,9.7,2325.8,12,6.62,3363715.1
apartment,AM,Norte,Manaus,Centro,FipeZAP,7513.0,153,4,5,22,1,8.3,1482.41,20,0.65,1704024.44
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,148,4,5,35,2,6.2,1386.84,39,10.42,1419858.95
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,182,4,5,31,0,8.3,2585.56,37,3.59,2420106.81
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,41,1,1,23,0,8.0,519.86,27,9.59,298145.86
apartment,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,156,3,3,22,3,7.8,1437.52,8,8.57,1706444.72
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,168,4,5,11,0,6.9,1960.21,9,4.23,1670535.86
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,66,2,1,30,1,6.3,844.96,26,10.53,713046.13
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,205,4,5,3,1,5.3,1621.81,36,22.67,2471864.56
apartment,ES,Sudeste,Vitória,Zona Oeste,FipeZAP,14818.0,161,3,4,16,0,6.6,1562.26,7,5.2,2350698.27
house,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,155,2,1,0,2,9.8,971.53,8,3.13,2670642.36
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,80,2,2,11,1,5.6,700.16,26,17.77,653963.49
apartment,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,149,4,3,8,0,6.9,1639.91,0,4.97,1735369.69
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,32,1,2,6,3,6.9,528.09,21,1.06,415118.72
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,144,5,5,6,0,8.7,808.64,1,13.78,1127617.31
apartment,ES,Sudeste,Vitória,Região Comercial,FipeZAP,14818.0,48,1,1,23,1,6.7,812.29,13,4.96,849331.99
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,179,3,4,23,1,6.1,1087.04,31,13.62,1089781.36
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,205,3,3,30,0,7.2,2407.09,20,1.66,1654781.17
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,189,3,4,35,2,9.6,3241.27,26,4.74,2285877.31
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,46,2,1,9,0,8.7,628.44,15,11.33,517138.82
apartment,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,188,3,2,24,0,8.0,2277.13,13,9.49,1184429.21
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,187,4,5,27,1,8.7,1644.76,3,2.09,2990645.86
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,115,3,3,25,0,4.2,767.65,2,21.45,762539.51
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,127,2,3,6,1,8.0,1163.42,20,1.63,1739659.07
apartment,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,52,2,2,7,0,9.2,940.49,24,6.32,629993.27
apartment,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,137,2,2,28,0,7.5,1437.18,14,14.07,847625.08
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,185,5,4,14,3,9.4,1566.12,33,6.8,1523562.24
house,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,193,3,3,0,1,9.6,916.18,40,8.09,1392413.69
apartment,SC,Sul,Florianópolis,Zona Leste,FipeZAP,13208.0,81,3,2,19,1,6.8,1064.02,34,11.38,1022539.11
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,69,2,2,2,0,7.6,303.53,39,4.98,358709.84
apartment,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,32,2,1,6,2,8.5,268.79,9,5.38,462233.96
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,177,3,4,15,1,7.8,1427.51,26,7.5,2299708.02
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,99,2,1,20,0,7.7,648.73,6,2.05,1205477.52
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,193,4,5,20,0,8.2,2963.95,9,10.12,1627726.26
house,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,250,4,4,0,1,6.9,807.27,1,16.16,1452667.08
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,160,4,4,35,0,7.9,1645.97,3,10.49,1672337.1
apartment,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,72,2,1,24,1,9.4,727.87,8,9.39,1254667.28
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,94,3,4,18,0,7.1,1176.76,40,6.42,1100270.38
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,155,4,4,24,1,8.2,2409.98,18,11.58,2180603.85
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,173,4,4,2,1,7.1,1397.26,9,2.93,2202685.63
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,84,3,3,4,1,9.5,1345.12,14,0.72,878869.32
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,210,4,5,28,2,7.1,2286.38,9,1.43,2645372.94
house,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,84,3,3,0,3,6.1,386.81,36,9.15,865838.65
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,43,1,2,2,2,8.5,361.07,18,3.62,715754.19
house,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,109,3,4,0,1,7.0,619.76,1,4.3,1346531.95
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,156,3,2,15,2,8.3,1370.18,30,0.7,1062474.39
house,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,81,3,2,0,0,7.4,232.36,39,7.34,737459.44
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,131,4,4,1,2,8.1,1739.62,30,11.04,1014962.95
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,41,2,2,35,2,7.2,745.53,10,9.79,718238.89
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,133,2,2,13,1,7.7,762.28,28,12.39,1068235.61
apartment,MT,Centro-Oeste,Cuiabá,Zona Sul,FipeZAP,6931.0,194,4,5,33,1,9.7,2038.83,28,7.24,1817888.91
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,202,5,5,27,1,8.0,2412.68,23,2.48,1487271.69
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,139,3,2,30,2,7.2,1651.43,31,1.55,1524601.16
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,209,5,4,6,3,6.2,2042.51,38,5.25,1433149.49
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,115,3,2,4,1,8.8,997.2,19,10.61,1061894.78
house,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,94,4,3,0,1,5.2,315.82,11,13.83,744042.17
house,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,271,3,2,0,2,7.1,1361.91,21,4.18,1674085.88
house,DF,Centro-Oeste,Brasília,Zona Leste,FipeZAP,10090.0,69,3,4,0,2,7.0,422.68,9,13.46,863856.56
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,103,4,4,23,1,4.6,1086.83,14,26.09,516185.79
apartment,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,111,2,1,10,1,8.1,1057.42,15,6.06,751486.46
house,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,70,2,3,0,3,6.6,614.89,16,11.23,710502.26
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,199,3,2,28,2,8.1,1868.76,15,11.47,2634617.37
house,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,148,4,4,0,2,6.6,555.25,18,14.01,1245956.19
house,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,214,3,4,0,2,9.8,578.78,25,6.06,2316846.26
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,123,3,4,11,2,9.8,1488.9,7,4.18,1345392.67
apartment,MA,Nordeste,São Luís,Região Periférica,FipeZAP,8627.0,34,1,1,3,2,6.1,450.08,26,18.0,216557.76
house,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,144,3,4,0,3,6.7,699.01,17,10.83,1340039.99
house,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,126,3,4,0,3,6.8,593.12,22,13.66,997824.38
apartment,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,139,3,2,15,1,8.0,1128.41,21,10.46,1614999.77
apartment,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,119,3,4,35,0,7.2,978.74,24,17.88,964514.27
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,47,2,3,23,0,8.5,778.9,32,2.46,448654.96
apartment,SP,Sudeste,São Paulo,Zona Sul,FipeZAP,12019.0,74,3,2,23,1,9.5,762.85,31,6.17,1180862.31
apartment,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,31,1,1,30,3,8.9,692.79,38,6.51,418473.79
apartment,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,68,2,3,20,2,5.9,822.54,35,6.21,581109.97
house,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,64,2,2,0,1,6.2,242.12,3,4.04,693643.48
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,48,2,2,25,0,7.0,648.01,0,7.94,564369.17
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,206,3,2,14,2,6.6,1834.39,10,7.7,1406393.24
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,187,3,3,32,1,6.6,2271.79,11,5.61,1568036.14
house,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,207,4,4,0,2,8.0,692.04,27,2.16,1745409.19
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,70,2,2,0,3,7.5,574.19,35,1.83,817250.52
house,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,268,4,4,0,1,7.3,1373.43,37,0.71,2276111.61
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,144,4,5,12,2,8.4,1082.03,33,6.51,1525532.55
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,188,5,4,16,2,8.1,1318.69,29,15.97,1827838.14
apartment,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,92,3,3,28,0,6.8,1287.34,39,11.21,1271674.27
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,35,1,1,4,0,9.3,608.15,21,3.72,482739.01
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,54,2,3,30,1,8.9,754.07,32,5.31,471317.68
apartment,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,194,4,3,12,1,9.4,1170.76,17,2.65,2483844.15
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,212,4,5,11,1,7.0,1126.38,14,23.39,1563378.77
apartment,PA,Norte,Belém,Zona Oeste,FipeZAP,8882.0,185,4,4,25,1,6.8,1757.19,21,10.63,1693860.5
house,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,272,3,3,0,3,4.1,770.74,6,12.96,1781231.37
house,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,173,2,2,0,0,5.7,369.85,40,26.24,572975.93
apartment,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,156,3,4,24,2,7.3,1882.14,17,9.87,1823449.66
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,281,4,4,0,2,9.7,1076.91,2,1.13,5402034.12
house,TO,Norte,Palmas,Área Universitária,estimated_regional_proxy,5900.0,281,4,3,0,2,8.9,774.05,29,6.51,1884056.78
house,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,173,3,3,0,3,7.1,685.5,7,17.52,1321334.06
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,190,4,4,35,1,8.1,1170.56,18,12.17,1910569.25
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,30,2,3,19,3,9.5,679.8,23,5.65,626597.14
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,129,3,4,10,1,8.4,1700.16,34,14.49,1438676.29
house,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,314,3,4,0,2,8.8,1505.1,2,5.04,2531604.27
apartment,AP,Norte,Macapá,Zona Sul,estimated_regional_proxy,5400.0,95,3,4,11,1,8.6,1341.78,16,3.0,874018.19
apartment,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,69,2,1,33,2,9.8,920.69,22,2.08,787530.72
apartment,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,96,3,3,23,2,5.0,1037.05,13,13.77,805768.17
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,47,3,3,1,1,7.8,444.97,37,6.41,361147.29
apartment,RN,Nordeste,Natal,Zona Norte,FipeZAP,6334.0,197,5,5,16,2,7.8,1431.6,31,15.26,1369221.54
apartment,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,114,2,3,21,2,7.5,1384.37,5,10.28,1193168.98
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,155,3,2,18,1,7.3,1067.24,37,3.56,997706.5
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,79,2,1,24,0,8.4,679.18,3,3.52,671864.95
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,214,3,4,27,2,7.8,3205.78,20,1.14,1767692.27
apartment,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,50,2,3,1,0,8.0,356.72,20,13.7,482212.2
apartment,RO,Norte,Porto Velho,Região Periférica,estimated_regional_proxy,5600.0,70,3,4,2,1,5.7,461.49,8,21.5,464602.13
house,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,101,4,3,0,0,9.5,553.02,39,0.64,1053365.29
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,178,3,2,0,1,8.0,997.86,12,3.25,1751321.77
house,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,62,3,2,0,0,8.1,286.27,16,2.29,733777.81
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,182,3,3,22,1,9.1,1843.8,38,0.7,2143853.58
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,53,2,2,18,0,6.7,517.02,17,9.93,662289.31
house,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,161,3,4,0,2,7.7,491.8,0,12.07,1602807.52
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,177,5,5,31,2,7.5,1712.58,28,2.6,2051765.92
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,46,2,3,30,2,4.1,571.07,9,27.53,306588.9
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,143,4,4,8,2,8.0,1529.12,28,15.77,1148969.97
apartment,MS,Centro-Oeste,Campo Grande,Região Periférica,FipeZAP,6839.0,81,2,2,21,2,6.5,809.26,11,17.96,645932.17
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,129,2,2,3,1,6.0,928.31,14,23.5,597840.54
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,81,3,4,0,1,5.5,295.18,0,11.9,866367.57
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,83,4,5,15,1,9.3,1151.33,19,5.35,979002.59
apartment,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,209,3,4,9,3,6.7,1434.6,27,13.7,1278311.27
house,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,138,3,4,0,1,5.7,408.21,28,12.16,1008571.27
apartment,RO,Norte,Porto Velho,Área Universitária,estimated_regional_proxy,5600.0,142,4,5,8,1,8.0,1578.79,24,10.09,1030450.42
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,189,3,3,8,0,7.6,1985.94,33,3.58,1882983.38
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,175,4,4,35,0,7.6,2520.69,24,1.08,1932164.0
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,160,5,5,8,0,7.8,1306.74,40,8.91,1889984.88
house,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,61,3,4,0,2,6.8,266.33,23,11.31,822673.7
apartment,RS,Sul,Porto Alegre,Região Comercial,FipeZAP,7579.0,125,3,3,18,1,7.9,1720.01,3,3.43,1327322.97
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,166,3,3,6,2,7.8,2286.94,33,17.43,911782.47
apartment,AP,Norte,Macapá,Centro,estimated_regional_proxy,5400.0,90,3,3,26,0,7.4,1283.78,3,1.37,821727.6
house,RJ,Sudeste,Rio de Janeiro,Região Periférica,FipeZAP,10939.0,77,2,2,0,3,4.3,351.51,18,13.59,666965.45
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,93,3,3,10,0,5.8,1077.91,21,13.41,809659.18
apartment,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,213,3,3,33,0,8.5,1827.9,23,8.9,1869894.73
house,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,78,3,4,0,2,8.0,330.58,39,10.88,690852.17
house,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,89,3,4,0,2,5.3,473.51,34,7.36,738511.91
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,106,3,3,35,1,7.4,1187.34,34,12.28,897590.77
house,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,209,4,5,0,2,8.7,904.78,14,5.71,2475668.62
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,183,4,3,27,2,7.6,2166.92,11,5.53,1454902.66
house,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,98,3,2,0,3,6.0,453.26,12,23.51,757437.38
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,151,4,3,17,0,8.8,2321.62,35,7.2,1970346.33
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,214,3,4,5,3,6.6,2063.14,8,11.64,2521681.28
house,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,226,4,4,0,2,7.1,749.64,6,3.62,2446489.81
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,104,3,4,0,3,6.6,570.07,24,24.01,641502.9
house,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,149,2,1,0,0,5.3,366.82,9,16.24,1796787.55
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,109,4,5,14,0,5.6,698.31,18,13.15,730159.28
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,51,2,3,21,2,6.8,799.52,5,6.21,571936.62
apartment,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,131,3,2,0,1,8.5,1954.83,5,2.95,1308087.36
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,159,4,4,28,2,7.8,1350.68,15,6.28,1391671.59
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,58,3,3,16,3,8.2,1223.62,17,5.39,771056.22
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,191,3,3,11,1,6.5,2135.14,2,10.19,2832968.1
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,214,4,5,18,1,9.8,1928.19,4,2.87,3707858.8
house,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,247,5,5,0,1,7.4,977.52,31,14.7,1773441.95
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,90,2,1,20,1,8.2,1211.81,17,14.87,598598.3
apartment,GO,Centro-Oeste,Goiânia,Zona Leste,FipeZAP,8226.0,109,2,3,32,1,5.5,1279.58,11,12.35,929431.02
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,64,3,4,0,1,9.5,300.49,36,5.58,851375.51
apartment,GO,Centro-Oeste,Goiânia,Zona Norte,FipeZAP,8226.0,215,4,3,15,1,6.8,2224.37,27,11.36,1743088.92
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,219,5,5,18,0,7.8,2456.66,21,7.83,1733207.07
house,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,140,3,2,0,2,5.5,444.6,11,22.23,1027288.89
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,148,5,5,26,3,7.2,1318.36,23,2.49,2025714.08
house,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,224,4,5,0,1,8.2,511.51,39,16.28,1264841.14
house,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,254,5,5,0,2,7.2,1012.33,29,12.9,2480782.67
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,181,4,4,3,2,8.7,2391.15,35,2.38,1849958.58
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,53,2,2,16,2,9.0,957.92,32,2.39,796973.82
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,40,1,2,11,1,7.7,609.0,1,13.21,569484.71
